,m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,per_end_date,per_type,per_code,per_fisc_year,per_fisc_qtr,per_cal_year,per_cal_qtr,data_type_ind,filing_type,qtr_nbr,fye_month,comp_cik,per_len,sic_code,filing_date,last_changed_date,state_incorp_name,bus_address_line_1,bus_city,bus_state_name,bus_post_code,bus_phone_nbr,bus_fax_nbr,mail_address_line_1,mail_city,mail_state_name,mail_post_code,country_name,country_code,home_exchange_name,emp_cnt,emp_pt_cnt,emp_ft_cnt,emp_other_cnt,comm_share_holder,auditor,auditor_opinion,comp_url,email_addr,nbr_shares_out,shares_out_date,officer_name_1,officer_title_1,officer_name_2,officer_title_2,officer_name_3,officer_title_3,officer_name_4,officer_title_4,officer_name_5,officer_title_5,rpt_0_date,tot_revnu,cost_good_sold,gross_profit,tot_deprec_amort,int_exp_oper,int_invst_income_oper,res_dev_exp,in_proc_res_dev_exp_aggr,tot_sell_gen_admin_exp,rental_exp_ind_broker,pension_post_retire_exp,other_oper_income_exp,tot_oper_exp,oper_income,non_oper_int_exp,int_cap,asset_wdown_impair_aggr,restruct_charge,merger_acq_income_aggr,rental_income,spcl_unusual_charge,impair_goodwill,litig_aggr,gain_loss_sale_asset_aggr,gain_loss_sale_invst_aggr,stock_div_subsid,income_loss_equity_invst_other,pre_tax_minority_int,int_invst_income,other_non_oper_income_exp,tot_non_oper_income_exp,pre_tax_income,tot_provsn_income_tax,income_aft_tax,minority_int,equity_earn_subsid,invst_gain_loss_other,other_income,income_cont_oper,income_discont_oper,income_bef_exord_acct_change,exord_income_loss,cumul_eff_acct_change,consol_net_income_loss,non_ctl_int,net_income_parent_comp,pref_stock_div_other_adj,net_income_loss_share_holder,eps_basic_cont_oper,eps_basic_discont_oper,eps_basic_acct_change,eps_basic_extra,eps_basic_consol,eps_basic_parent_comp,basic_net_eps,eps_diluted_cont_oper,eps_diluted_discont_oper,eps_diluted_acct_change,eps_diluted_extra,eps_diluted_consol,eps_diluted_parent_comp,diluted_net_eps,dilution_factor,avg_d_shares,avg_b_shares,norm_pre_tax_income,norm_aft_tax_income,ebitda,ebit,rpt_1_date,cash_sterm_invst,note_loan_rcv,rcv_est_doubt,rcv_tot,invty,prepaid_expense,def_charge_curr,def_tax_asset_curr,asset_discont_oper_curr,other_curr_asset,tot_curr_asset,gross_prop_plant_equip,tot_accum_deprec,net_prop_plant_equip,net_real_estate_misc_prop,cap_software,lterm_invst,adv_dep,lterm_rcv,invty_lterm,goodwill_intang_asset_tot,def_charge_non_curr,def_tax_asset_lterm,asset_discont_oper_lterm,pension_post_retire_asset,other_lterm_asset,tot_lterm_asset,tot_asset,note_pay,acct_pay,div_pay,other_pay,accrued_exp,other_accrued_exp,curr_portion_debt,curr_portion_cap_lease,curr_portion_tax_pay,defer_revnu_curr,defer_tax_liab_curr,liab_discont_oper_curr,other_curr_liab,tot_curr_liab,tot_lterm_debt,defer_revnu_non_curr,pension_post_retire_liab,defer_tax_liab_lterm,mand_redeem_pref_sec_subsid,pref_stock_liab,min_int,liab_disc_oper_lterm,other_non_curr_liab,tot_lterm_liab,tot_liab,tot_pref_stock,comm_stock_net,addtl_paid_in_cap,retain_earn_accum_deficit,equity_equiv,treas_stock,compr_income,def_compsn,other_share_holder_equity,tot_comm_equity,tot_share_holder_equity,tot_liab_share_holder_equity,comm_shares_out,pref_stock_shares_out,tang_stock_holder_equity,rpt_2_date,net_income_loss,tot_deprec_amort_cash_flow,other_non_cash_item,tot_non_cash_item,change_acct_rcv,change_invty,change_acct_pay,change_acct_pay_accrued_liab,change_income_tax,change_asset_liab,tot_change_asset_liab,oper_activity_other,cash_flow_oper_activity,net_change_prop_plant_equip,net_change_intang_asset,net_acq_divst,net_change_sterm_invst,net_change_lterm_invst,net_change_invst_tot,invst_activity_other,cash_flow_invst_activity,net_lterm_debt,net_curr_debt,debt_issue_retire_net_tot,net_comm_equity_issued_repurch,net_pref_equity_issued_repurch,net_tot_equity_issued_repurch,tot_comm_pref_stock_div_paid,fin_activity_other,cash_flow_fin_activity,fgn_exchange_rate_adj,disc_oper_misc_cash_flow_adj,incr_decr_cash,beg_cash,end_cash,stock_based_compsn,comm_stock_div_paid,pref_stock_div_paid,tot_deprec_amort_qd,stock_based_compsn_qd,cash_flow_oper_activity_qd,net_change_prop_plant_equip_qd,comm_stock_div_paid_qd,pref_stock_div_paid_qd,tot_comm_pref_stock_div_qd,wavg_shares_out,wavg_shares_out_diluted,eps_basic_net,eps_diluted_net
34,DOW,DD,DUPONT DE NEMRS,"DuPont de Nemours, Inc.",NYSE,USD,2018-12-31,Q,,2018,4,2018,4,F,10-Q,201804,12,1666700,3,2821,2019-02-11,2019-02-11,DE,2211 H.H. DOW WAY,MIDLAND,MI,48674,989-636-1000,,974 CENTRE ROAD,WILMINGTON,DE,19805,UNITED STATES,X1,,98000.0,,98000.0,,86671.0,DELOITTE & TOUCHE LLP,Fair,http://www.dow-dupont.com,IR@dow.com,751512100,2019-01-31,Edward D. Breen,Chief Executive Officer,Howard Ungerleider,Chief Financial Officer,Lamberto Andreotti,Director,Marillyn A. Hewson,Director,Lois D. Juliber,Director,2021-02-12,-10456.0,-8868.0,-1588.0,48.0,,,-232.0,,-185.0,,,-96.0,-8830.0,-1626.0,-295.0,,,,,,,,,,,,91.0,,,,386.0,-1240.0,-330.0,-910.0,,,,,-910.0,1419.0,509.0,,,509.0,38.0,471.0,,471.0,-1.1301,1.7865,,,0.6803,0.6303,0.6301,-1.1401,1.7764,,,0.6783,0.6285,0.6301,1.1320000000000001,764.2239999999999,760.6239999999999,-1240.0,-910.0,-24.0,-1626.0,2020-02-14,8577.0,,,3391.0,4107.0,,,,110275.0,305.0,126655.0,14116.0,4199.0,9917.0,,,1820.0,,,,49151.0,134.0,178.0,,,,61200.0,187855.0,,2619.0,,,1129.0,,15.0,,115.0,,,69434.0,,73312.0,12624.0,,1343.0,3912.0,,,,,764.0,18643.0,91955.0,,8.0,81976.0,30257.0,,5421.0,-12394.0,,-134.0,95900.0,95900.0,187855.0,756.325,,46749.0,2021-02-12,4000.0,7546.0,-1457.0,6089.0,-1611.0,-1496.0,201.0,,,-2452.0,-5358.0,,4731.0,-3745.0,,-20.0,,615.0,615.0,688.0,-2462.0,6446.0,223.0,6669.0,-4224.0,,-4224.0,-3491.0,-872.0,-1918.0,-344.0,,7.0,14015.0,14022.0,,-3491.0,,1602.0,,5101.0,-1209.0,-866.0,,-866.0,767.0,771.8,0.6399,0.6299
35,DIS,DIS,DISNEY WALT,The Walt Disney Company,NYSE,USD,2018-09-30,A,,2018,4,2018,3,F,10-K,2018,9,1001039,12,4841,2018-11-21,2018-11-21,DE,500 SOUTH BUENA VISTA ST,BURBANK,CA,91521,818-560-1000,,500 SOUTH BUENA VISTA ST,BURBANK,CA,91521,UNITED STATES,X1,,201000.0,,201000.0,,854000.0,PricewaterhouseCoopers LLP,Fair,www.thewaltdisneycompany.com,,1488671000,2018-11-14,Robert A. Iger,Chairman and Chief Executive Officer,Christine M. McCarthy,Senior Executive Vice President and Chief Financial Officer,Alan N. Braverman,"Senior Executive Vice President, General Counsel and Secretary",M. Jayne Parker,Senior Executive Vice President and Chief Human Resources Officer,Zenia B. Mucha,Senior Executive Vice President Corporate Communications,2020-11-25,59434.0,32726.0,26708.0,3011.0,,,,,8860.0,,,,44630.0,14804.0,574.0,,,,,,,,,,,,-102.0,,,601.0,-75.0,14729.0,1663.0,13066.0,,,,,13066.0,,13066.0,,,13066.0,468.0,12598.0,,12598.0,8.4,,,,8.7165,8.4043,8.4,8.36,,,,8.6702,8.3597,8.36,0.5195,1507.0,1499.0,14729.0,13066.0,17815.0,14804.0,2019-11-20,4150.0,,,9334.0,1392.0,,1314.0,,,635.0,16825.0,55238.0,30764.0,24474.0,5066.0,,2899.0,,,,38081.0,7888.0,,,,3365.0,81773.0,98598.0,,9479.0,,,,,3790.0,,,4591.0,,,,17860.0,17084.0,,,3109.0,,,1123.0,,6590.0,27906.0,45766.0,,36779.0,,82679.0,,67588.0,-3097.0,,,52832.0,52832.0,98598.0,1500.0,,14751.0,2020-11-25,13066.0,3011.0,-863.0,2148.0,-720.0,-17.0,,235.0,592.0,-1450.0,-1360.0,441.0,14295.0,-4465.0,,-1581.0,,,,710.0,-5336.0,-815.0,-1768.0,-2583.0,-3367.0,,-3367.0,-2515.0,-378.0,-8843.0,-25.0,,91.0,4064.0,4155.0,393.0,-2515.0,,,,,,,,,1499.0,1507.0,8.4,8.36
36,DIS,DIS,DISNEY WALT,The Walt Disney Company,NYSE,USD,2018-03-31,Q,,2018,2,2018,1,F,10-Q,201802,9,1001039,3,4841,2018-05-08,2018-05-08,DE,500 SOUTH BUENA VISTA ST,BURBANK,CA,91521,818-560-1000,,500 SOUTH BUENA VISTA ST,BURBANK,CA,91521,UNITED STATES,X1,,,,,,,,,www.thewaltdisneycompany.com,,1490523000,2018-05-02,,,,,,,,,,,2019-05-08,14548.0,7541.0,7007.0,731.0,,,,,2239.0,,,,10524.0,4024.0,143.0,,,,,,,,,,,,6.0,,,41.0,-96.0,3928.0,813.0,3115.0,,,,,3115.0,,3115.0,,,3115.0,178.0,2937.0,,2937.0,1.95,,,,2.0725,1.9541,1.95,1.95,,,,2.0629,1.945,1.95,7.5,1510.0,1503.0,3928.0,3115.0,4755.0,4024.0,2018-05-08,4179.0,,,9678.0,1301.0,,1114.0,,,536.0,16808.0,55317.0,30435.0,24882.0,4318.0,,3148.0,,,,38312.0,8074.0,,,,2401.0,81135.0,97943.0,,9022.0,,,,,5918.0,,,4788.0,,,,19728.0,18766.0,,,2949.0,,,1150.0,,6699.0,29564.0,49292.0,,36411.0,,78704.0,,66619.0,-3345.0,,,48651.0,48651.0,97943.0,1500.0,,10339.0,2019-05-08,7588.0,1473.0,-1089.0,384.0,-1004.0,64.0,,-92.0,406.0,-738.0,-1364.0,155.0,6763.0,-2044.0,,-1581.0,,,,-180.0,-3805.0,-302.0,1372.0,1070.0,-2517.0,,-2517.0,-1266.0,-169.0,-2882.0,55.0,,131.0,4064.0,4195.0,194.0,-1266.0,,731.0,100.0,4526.0,-1063.0,,,,1503.0,1510.0,1.95,1.95
37,DIS,DIS,DISNEY WALT,The Walt Disney Company,NYSE,USD,2018-06-30,Q,,2018,3,2018,2,F,10-Q,201803,9,1001039,3,4841,2018-08-07,2018-08-07,DE,500 SOUTH BUENA VISTA ST,BURBANK,CA,91521,818-560-1000,,500 SOUTH BUENA VISTA ST,BURBANK,CA,91521,UNITED STATES,X1,,,,,,,,,www.thewaltdisneycompany.com,,1487243000,2018-08-01,,,,,,,,,,,2019-08-06,15229.0,8348.0,6881.0,744.0,,,,,2213.0,,,,11305.0,3924.0,143.0,,,,,,,,,,,,73.0,,,,-70.0,3854.0,795.0,3059.0,,,,,3059.0,,3059.0,,,3059.0,143.0,2916.0,,2916.0,1.96,,,,2.0516,1.9557,1.96,1.95,,,,2.0421,1.9466,1.95,5.1001,1498.0,1491.0,3854.0,3059.0,4668.0,3924.0,2018-08-07,4326.0,,,10071.0,1322.0,,1241.0,,,769.0,17729.0,55284.0,30611.0,24673.0,4700.0,,3155.0,,,,38198.0,7684.0,,,,2653.0,81063.0,98792.0,,9763.0,,,,,5992.0,,,4459.0,,,,20214.0,17681.0,,,3222.0,,,1137.0,,6467.0,28507.0,48721.0,,36574.0,,80364.0,,67588.0,-3262.0,,,50071.0,50071.0,98792.0,1500.0,,11873.0,2019-08-06,10647.0,2217.0,-639.0,1578.0,-1178.0,53.0,,-316.0,434.0,-1073.0,-2080.0,297.0,10442.0,-3264.0,,-1581.0,,,,-298.0,-5143.0,-300.0,453.0,153.0,-3448.0,,-3448.0,-1266.0,-420.0,-4981.0,-51.0,,267.0,4064.0,4331.0,307.0,-1266.0,,744.0,113.0,3679.0,-1220.0,0.0,,0.0,1491.0,1498.0,1.96,1.95
38,DIS,DIS,DISNEY WALT,The Walt Disney Company,NYSE,USD,2018-09-30,Q,,2018,4,2018,3,F,10-Q,201804,9,1001039,3,4841,2018-11-21,2018-11-21,DE,500 SOUTH BUENA VISTA ST,BURBANK,CA,91521,818-560-1000,,500 SOUTH BUENA VISTA ST,BURBANK,CA,91521,UNITED STATES,X1,,201000.0,,201000.0,,854000.0,PricewaterhouseCoopers LLP,Fair,www.thewaltdisneycompany.com,,1488671000,2018-11-14,Robert A. Iger,Chairman and Chief Executive Officer,Christine M. McCarthy,Senior Executive Vice President and Chief Financial Officer,Alan N. Braverman,"Senior Executive Vice President, General Counsel and Secretary",M. Jayne Parker,Senior Executive Vice President and Chief Human Resources Officer,Zenia B. Mucha,Senior Executive Vice President Corporate Communications,2020-11-25,14306.0,8108.0,6198.0,794.0,,,,,2321.0,,,,11228.0,3078.0,159.0,,,,,,,,,,,,-224.0,,,507.0,124.0,3202.0,783.0,2419.0,,,,,2419.0,,2419.0,,,2419.0,97.0,2322.0,,2322.0,1.5317,,,,1.6340000000000001,1.5692,1.56,1.5192,,,,1.6244,1.5601,1.55,-15.1909,1497.0,1489.0,3202.0,2419.0,3872.0,3078.0,2019-11-20,4150.0,,,9334.0,1392.0,,1314.0,,,635.0,16825.0,55238.0,30764.0,24474.0,5066.0,,2899.0,,,,38081.0,7888.0,,,,3365.0,81773.0,98598.0,,9479.0,,,,,3790.0,,,4591.0,,,,17860.0,17084.0,,,3109.0,,,1123.0,,6590.0,27906.0,45766.0,,36779.0,,82679.0,,67588.0,-3097.0,,,52832.0,52832.0,98598.0,1500.0,,14751.0,2020-11-25,13066.0,3011.0,-863.0,2148.0,-720.0,-17.0,,235.0,592.0,-1450.0,-1360.0,441.0,14295.0,-4465.0,,-1581.0,,,,710.0,-5336.0,-815.0,-1768.0,-2583.0,-3367.0,,-3367.0,-2515.0,-378.0,-8843.0,-25.0,,91.0,4064.0,4155.0,393.0,-2515.0,,794.0,86.0,3853.0,-1201.0,-1249.0,,-1249.0,1499.0,1507.0,1.56,1.55
39,DIS,DIS,DISNEY WALT,The Walt Disney Company,NYSE,USD,2018-12-31,Q,,2019,1,2018,4,F,10-Q,201901,9,1001039,3,4841,2019-02-05,2019-02-05,DE,500 SOUTH BUENA VISTA ST,BURBANK,CA,91521,818-560-1000,,500 SOUTH BUENA VISTA ST,BURBANK,CA,91521,UNITED STATES,X1,,,,,,,,,www.thewaltdisneycompany.com,,1490777000,2019-01-30,,,,,,,,,,,2020-02-04,15303.0,9001.0,6302.0,732.0,,,,,2152.0,,,,11885.0,3418.0,63.0,,,,,,,,,,,,76.0,,,,13.0,3431.0,645.0,2786.0,,,,,2786.0,,2786.0,,,2786.0,-2.0,2788.0,,2788.0,1.87,,,,1.8698,1.8711,1.87,1.86,,,,1.8598,1.8611,1.86,-1.72,1498.0,1490.0,3431.0,2786.0,4150.0,3418.0,2019-02-05,4455.0,,,10123.0,1357.0,,824.0,,,778.0,17537.0,55385.0,31069.0,24316.0,5481.0,,2970.0,,,,38036.0,8177.0,,,,3424.0,82404.0,99941.0,,10696.0,,,,,3489.0,,,3434.0,,,,17619.0,17176.0,,,3177.0,,,1124.0,,6452.0,27929.0,45548.0,,36799.0,,84887.0,,67588.0,-3782.0,,,54393.0,54393.0,99941.0,1500.0,,16357.0,2020-02-04,2786.0,732.0,232.0,964.0,-1078.0,32.0,,-1289.0,130.0,493.0,-1712.0,61.0,2099.0,-1195.0,,,,,,-141.0,-1336.0,,-302.0,-302.0,37.0,,37.0,,-146.0,-411.0,-44.0,,308.0,4155.0,4463.0,92.0,,,732.0,92.0,2099.0,-1195.0,,,,1490.0,1498.0,1.87,1.86
40,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2018-12-31,A,,2018,4,2018,4,F,10-K,2018,12,40545,12,3600,2019-02-26,2019-02-26,NY,41 FARNSWORTH STREET,BOSTON,MA,2210,617-443-3000,,41 FARNSWORTH STREET,BOSTON,MA,2210,UNITED STATES,X1,,283000.0,,283000.0,,397000.0,KPMG LLP,Fair,www.ge.com,Investor@ge.com,8705080000,2019-01-31,"H. Lawrence Culp, Jr.",Chief Executive Officer and Chairman,Jamie S. Miller,Senior Vice President and Chief Financial Officer,Thomas S. Timko,"Vice President, Chief Accounting Officer and Controller",S¿bastien M. Bazin,Director,W. Geoffrey Beattie,Director,2021-02-12,97012.0,69403.0,27609.0,22136.0,,,3415.0,,15057.0,,,,110011.0,-12999.0,4766.0,,,,,,,,,,,,,,,-3222.0,-7988.0,-20987.0,93.0,-21080.0,,,,,-21080.0,-1363.0,-22443.0,,,-22443.0,-89.0,-22354.0,447.0,-22802.0,-2.47,-0.16,,,-2.5823,-2.5721,-2.62,-2.47,-0.16,,,-2.5823,-2.5721,-2.62,31.5801,8691.0,8691.0,-20987.0,-21080.0,-6417.0,-12999.0,2020-02-24,64632.0,,,29487.0,13803.0,,,,,,107922.0,75618.0,32007.0,43611.0,,,,,,,46152.0,,12117.0,63853.0,,37417.0,203150.0,311072.0,,13826.0,,,18983.0,,12776.0,,,,,,14866.0,60451.0,88949.0,,,,,,,19281.0,90912.0,199142.0,259591.0,6.0,702.0,,93109.0,,83925.0,-14414.0,,35504.0,51476.0,51481.0,311072.0,8702.226999999999,5.94,5329.0,2021-02-12,-22443.0,6582.0,19178.0,25760.0,,-573.0,666.0,,,-170.0,-77.0,1739.0,4978.0,-2534.0,-320.0,8453.0,2534.0,1796.0,4330.0,8350.0,18280.0,-17199.0,-4343.0,-21542.0,,,,-4474.0,-5790.0,-31806.0,-628.0,,-9176.0,44724.0,35548.0,,-4474.0,,,,,,,,,8691.0,8691.0,-2.62,-2.62
41,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2018-03-31,Q,,2018,1,2018,1,F,10-Q,201801,12,40545,3,3600,2018-05-01,2018-05-01,NY,41 FARNSWORTH STREET,BOSTON,MA,2210,617-443-3000,,41 FARNSWORTH STREET,BOSTON,MA,2210,UNITED STATES,X1,,,,,,,,,www.ge.com,Investor@ge.com,8685338000,2018-03-31,,,,,,,,,,,2019-04-30,27788.0,20911.0,6877.0,,,,,,4209.0,,,,25120.0,2668.0,1282.0,,,,,,,,,,,,,,,-1111.0,-2393.0,277.0,-50.0,327.0,,,,,328.0,-1441.0,-1113.0,,,-1113.0,34.0,-1147.0,37.0,-1184.0,0.03,-0.17,,,-0.1282,-0.1321,-0.14,0.03,-0.17,,,-0.128,-0.1319,-0.14,-33.4401,8696.0,8683.0,277.0,327.0,4542.0,2668.0,2018-05-01,69285.0,,,39498.0,20574.0,,,,,,129357.0,90214.0,36564.0,53650.0,,,,,,,106129.0,,11479.0,5670.0,,51825.0,228753.0,358109.0,,15060.0,1060.0,,21950.0,,19371.0,,,,,,16092.0,73533.0,105134.0,,,,,,3549.0,2104.0,100598.0,211385.0,284916.0,6.0,702.0,,115477.0,,84697.0,-12862.0,,37339.0,73187.0,73193.0,358109.0,8685.338,5.94,-32936.0,2019-04-30,-1113.0,1874.0,1433.0,3307.0,752.0,-1019.0,-59.0,,,-464.0,-790.0,-1092.0,312.0,-1166.0,-97.0,41.0,,303.0,303.0,354.0,-566.0,-9057.0,-1281.0,-10338.0,-8.0,,-8.0,-1043.0,-510.0,-11899.0,208.0,,-11945.0,44724.0,32779.0,,-1043.0,,1874.0,,312.0,-1166.0,-1043.0,,-1043.0,8683.0,8696.0,-0.14,-0.14
42,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2018-06-30,Q,,2018,2,2018,2,F,10-Q,201802,12,40545,3,3600,2018-07-27,2018-07-27,NY,41 FARNSWORTH STREET,BOSTON,MA,2210,617-443-3000,,41 FARNSWORTH STREET,BOSTON,MA,2210,UNITED STATES,X1,,,,,,,,,www.ge.com,Investor@ge.com,8691081000,2018-06-30,,,,,,,,,,,2019-07-31,29162.0,21749.0,7413.0,,,,,,4412.0,,,,26161.0,3001.0,1291.0,,,,,,,,,,,,,,,-473.0,-1764.0,1236.0,504.0,732.0,,,,,732.0,-63.0,669.0,,,669.0,-132.0,801.0,185.0,615.0,0.08,-0.01,,,0.077,0.0922,0.07,0.08,-0.01,,,0.0769,0.0921,0.07,-6.07,8699.0,8688.0,1236.0,732.0,4916.0,3001.0,2018-07-27,64285.0,,,35686.0,20473.0,,,,,,120444.0,87216.0,36350.0,50866.0,,,,,,,102192.0,,10891.0,5053.0,,53323.0,222325.0,342769.0,,15026.0,1053.0,,20701.0,,14419.0,,,,,,15168.0,66367.0,99832.0,,,,,,3376.0,1949.0,99492.0,204649.0,271015.0,6.0,702.0,,114913.0,,84471.0,-13432.0,,37352.0,71749.0,71754.0,342769.0,8691.081,5.94,-30438.0,2019-07-31,-444.0,3789.0,812.0,4601.0,362.0,-1515.0,279.0,,,-1704.0,-2578.0,-2251.0,-675.0,-1493.0,-180.0,2390.0,,837.0,837.0,3884.0,5437.0,-15877.0,-2051.0,-17928.0,-6.0,,-6.0,-2236.0,-744.0,-20913.0,-285.0,,-16436.0,44724.0,28288.0,,-2236.0,,1915.0,,-987.0,-327.0,-1193.0,,-1193.0,8688.0,8699.0,0.07,0.07
43,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2018-09-30,Q,,2018,3,2018,3,F,10-Q,201803,12,40545,3,3600,2018-10-30,2018-10-30,NY,41 FARNSWORTH STREET,BOSTON,MA,2210,617-443-3000,,41 FARNSWORTH STREET,BOSTON,MA,2210,UNITED STATES,X1,,,,,,,,,www.ge.com,Investor@ge.com,8698115000,2018-09-30,,,,,,,,,,,2019-10-30,23392.0,17847.0,5545.0,21973.0,,,,,4185.0,,,,44005.0,-20613.0,1155.0,,,,,,,,,,,,,,,-1194.0,-2349.0,-22962.0,52.0,-23014.0,,,,,-23014.0,155.0,-22859.0,,,-22859.0,-90.0,-22769.0,39.0,-22808.0,-2.64,0.02,,,-2.6293,-2.6189,-2.62,-2.64,0.02,,,-2.6293,-2.6189,-2.62,29.7207,8694.0,8694.0,-22962.0,-23014.0,-19305.0,-20613.0,2018-10-30,61693.0,,,34447.0,20642.0,,,,,,116782.0,87516.0,36878.0,50638.0,,,,,,,79215.0,,10354.0,4716.0,,49984.0,194907.0,311691.0,,15748.0,1054.0,,20579.0,,15206.0,,,,,,17930.0,70517.0,97060.0,,,,,,386.0,2002.0,93889.0,193337.0,263854.0,6.0,702.0,,90867.0,,84202.0,-13230.0,,37311.0,47831.0,47837.0,311691.0,8698.115,5.94,-31378.0,2019-10-30,-23304.0,5097.0,19022.0,24119.0,-993.0,-1447.0,775.0,,,-1831.0,-3496.0,-908.0,-3589.0,-1887.0,-249.0,5505.0,,1281.0,1281.0,6987.0,11636.0,-15376.0,-1901.0,-17277.0,-6.0,,-6.0,-3282.0,-4402.0,-24967.0,-440.0,,-17361.0,44724.0,27364.0,,-3282.0,,1308.0,,-2914.0,-394.0,-1046.0,,-1046.0,8694.0,8694.0,-2.62,-2.62
44,GE,GE,GENL ELECTRIC,General Electric Company,NYSE,USD,2018-12-31,Q,,2018,4,2018,4,F,10-Q,201804,12,40545,3,3600,2019-02-26,2019-02-26,NY,41 FARNSWORTH STREET,BOSTON,MA,2210,617-443-3000,,41 FARNSWORTH STREET,BOSTON,MA,2210,UNITED STATES,X1,,283000.0,,283000.0,,397000.0,KPMG LLP,Fair,www.ge.com,Investor@ge.com,8705080000,2019-01-31,"H. Lawrence Culp, Jr.",Chief Executive Officer and Chairman,Jamie S. Miller,Senior Vice President and Chief Financial Officer,Thomas S. Timko,"Vice President, Chief Accounting Officer and Controller",S¿bastien M. Bazin,Director,W. Geoffrey Beattie,Director,2021-02-12,16670.0,8896.0,7774.0,163.0,,,,,2251.0,,,,14725.0,1945.0,1038.0,,,,,,,,,,,,,,,-444.0,-1482.0,462.0,-413.0,875.0,,,,,874.0,-14.0,860.0,,,860.0,99.0,761.0,186.0,575.0,0.06,0.0,,,0.0981,0.0867,0.07,0.06,0.0,,,0.098,0.0867,0.07,41.3695,8701.0,8700.0,462.0,875.0,3430.0,1945.0,2020-02-24,64632.0,,,29487.0,13803.0,,,,,,107922.0,75618.0,32007.0,43611.0,,,,,,,46152.0,,12117.0,63853.0,,37417.0,203150.0,311072.0,,13826.0,,,18983.0,,12776.0,,,,,,14866.0,60451.0,88949.0,,,,,,,19281.0,90912.0,199142.0,259591.0,6.0,702.0,,93109.0,,83925.0,-14414.0,,35504.0,51476.0,51481.0,311072.0,8702.226999999999,5.94,5329.0,2021-02-12,-22443.0,6582.0,19178.0,25760.0,,-573.0,666.0,,,-170.0,-77.0,1739.0,4978.0,-2534.0,-320.0,8453.0,2534.0,1796.0,4330.0,8350.0,18280.0,-17199.0,-4343.0,-21542.0,,,,-4474.0,-5790.0,-31806.0,-628.0,,-9176.0,44724.0,35548.0,,-4474.0,,1485.0,,8567.0,-647.0,-1192.0,,-1192.0,8691.0,8691.0,0.07,0.07
45,GS&,GS,GOLDMAN SACHS,"The Goldman Sachs Group, Inc.",NYSE,USD,2018-12-31,A,,2018,4,2018,4,F,10-K,2018,12,886982,12,6211,2019-02-26,2019-02-25,DE,200 WEST STREET,NEW YORK,NY,10282,2129021000,,200 WEST STREET,NEW YORK,NY,10282,UNITED STATES,X1,,36600.0,,36600.0,,7137.0,PricewaterhouseCoopers LLP,Fair,www.goldmansachs.com,gs-investor-relations@gs.com,368272300,2019-02-08,David M. Solomon,"Chief Executive Officer,Chairman and Director",Stephen M. Scherr,Chief Financial Officer,M. Michele Burns,Director,Drew G. Faust,Director,Mark A. Flaherty,Director,2021-02-22,36616.0,,36616.0,1328.0,,,740.0,,15374.0,,,-6693.0,24135.0,12481.0,,,,,,,,,,,,,,,,,,12481.0,2022.0,10459.0,,,,,10459.0,,10459.0,,,10459.0,,10459.0,599.0,9860.0,27.138,,,,27.138,27.138,25.53,26.8042,,,,26.8042,26.8042,25.27,0.3545,390.2,385.4,12481.0,10459.0,13809.0,12481.0,2020-02-21,405090.0,97837.0,,72455.0,,,,,,,575382.0,,,,,,327419.0,,,,,,,,,28995.0,356414.0,931796.0,40502.0,180235.0,,,,,,,,,,,396725.0,617462.0,224149.0,,,,,,,,,224149.0,841611.0,11203.0,9.0,54005.0,100100.0,,78670.0,693.0,,2845.0,78982.0,90185.0,931796.0,367.74199999999996,0.42,90185.0,2021-02-22,10459.0,1328.0,-300.0,1028.0,,-27322.0,6416.0,,,25983.0,5077.0,,16564.0,-4271.0,,-162.0,,-1323.0,-1323.0,-13064.0,-18820.0,4198.0,2923.0,7121.0,-3256.0,-685.0,-3941.0,-1810.0,21382.0,22752.0,,,20496.0,110051.0,130547.0,1831.0,-1810.0,,,,,,,,,385.4,390.2,25.53,25.27
